vm_id,cpu_cores,ram,bandwidth_req,net_1_load,net_1_latency,net_1_bandwidth_avail,net_2_load,net_2_latency,net_2_bandwidth_avail,net_3_load,net_3_latency,net_3_bandwidth_avail,net_4_load,net_4_latency,net_4_bandwidth_avail,net_5_load,net_5_latency,net_5_bandwidth_avail,net_6_load,net_6_latency,net_6_bandwidth_avail,net_7_load,net_7_latency,net_7_bandwidth_avail,net_8_load,net_8_latency,net_8_bandwidth_avail,net_9_load,net_9_latency,net_9_bandwidth_avail,net_10_load,net_10_latency,net_10_bandwidth_avail,net_11_load,net_11_latency,net_11_bandwidth_avail,net_12_load,net_12_latency,net_12_bandwidth_avail,net_13_load,net_13_latency,net_13_bandwidth_avail,net_14_load,net_14_latency,net_14_bandwidth_avail,net_15_load,net_15_latency,net_15_bandwidth_avail,net_16_load,net_16_latency,net_16_bandwidth_avail,net_17_load,net_17_latency,net_17_bandwidth_avail,net_18_load,net_18_latency,net_18_bandwidth_avail,net_19_load,net_19_latency,net_19_bandwidth_avail,net_20_load,net_20_latency,net_20_bandwidth_avail,label_network_id,task_completion_time,throughput_achieved,task_type
294,2,512,99,0.10,6.55,940,0.22,8.24,954,0.18,7.71,927,0.11,6.72,1083,0.28,9.20,1034,0.14,12.13,1196,0.19,12.91,1132,0.01,10.13,904,0.20,13.02,807,0.23,13.44,883,0.07,11.02,1025,0.21,13.17,952,0.27,13.99,1045,0.04,10.54,1021,0.05,10.77,1162,0.23,23.40,1108,0.20,22.95,978,0.30,24.46,927,0.21,23.16,825,0.19,22.79,857,8,5.00,88.52,cpu_bound
295,1,1024,157,0.02,5.33,1056,0.08,6.19,925,0.06,5.85,804,0.21,8.21,1105,0.17,7.53,1045,0.14,12.15,891,0.09,11.40,892,0.19,12.87,903,0.13,11.98,1130,0.12,11.81,1048,0.29,14.32,1062,0.00,10.04,797,0.02,10.36,852,0.29,14.40,951,0.28,14.19,907,0.04,20.58,958,0.16,22.45,1067,0.24,23.56,882,0.24,23.60,819,0.24,23.65,1139,12,50.00,152.33,io_bound
298,1,1024,92,0.24,8.62,978,0.20,8.07,1073,0.24,8.58,1184,0.16,7.44,1040,0.22,8.27,843,0.16,12.46,1022,0.08,11.19,1166,0.05,10.69,1140,0.20,12.95,1138,0.01,10.13,786,0.23,13.52,1169,0.27,14.09,1070,0.15,12.20,1117,0.08,11.13,1148,0.22,13.33,1116,0.23,23.49,872,0.02,20.25,1138,0.15,22.30,996,0.20,22.98,895,0.02,20.29,1161,10,150.00,85.27,mixed
300,1,1024,55,0.22,8.29,920,0.06,5.85,1199,0.04,5.63,1179,0.06,5.90,852,0.19,7.92,1113,0.27,14.05,983,0.06,10.97,903,0.28,14.25,1172,0.14,12.15,1186,0.12,11.74,809,0.13,11.94,813,0.13,11.95,1029,0.11,11.62,1186,0.02,10.30,1143,0.14,12.04,815,0.07,21.03,1107,0.06,20.94,813,0.14,22.14,1199,0.18,22.69,814,0.16,22.35,813,14,50.00,53.15,io_bound
301,2,2048,279,0.07,6.03,977,0.04,5.67,578,0.22,8.29,1063,0.05,5.81,1069,0.20,8.03,1069,0.22,13.26,1006,0.03,10.44,934,0.22,13.33,817,0.21,13.14,887,0.21,13.18,884,0.28,14.24,1039,0.16,12.39,827,0.05,10.72,1196,0.03,10.46,850,0.03,10.43,848,0.02,20.27,1068,0.26,23.86,970,0.17,22.53,957,0.18,22.75,1126,0.23,23.52,1195,2,25.00,253.86,io_bound
302,1,1024,253,0.17,7.61,1199,0.18,7.73,836,0.13,7.00,1033,0.06,5.84,1191,0.16,7.36,1042,0.04,10.57,855,0.30,14.46,1039,0.20,12.98,1019,0.16,12.34,1061,0.17,12.51,919,0.26,13.84,1139,0.25,13.70,1007,0.29,14.30,854,0.03,10.44,793,0.24,13.63,1105,0.08,21.16,1080,0.01,20.15,923,0.03,20.45,1154,0.13,21.90,1161,0.20,23.04,828,14,50.00,235.24,io_bound
304,1,2048,270,0.00,5.00,591,0.05,5.80,1075,0.06,5.90,859,0.09,6.39,1072,0.14,7.09,924,0.10,11.55,939,0.23,13.42,1156,0.12,11.85,1033,0.22,13.31,965,0.16,12.36,848,0.20,12.94,1119,0.16,12.37,1098,0.22,13.36,834,0.09,11.32,899,0.07,11.06,1196,0.06,20.92,1063,0.22,23.28,1117,0.15,22.32,1036,0.07,21.11,967,0.05,20.81,868,1,10.00,266.44,cpu_bound
305,2,2048,206,0.12,6.85,1028,0.06,5.96,823,0.26,8.93,981,0.30,9.48,1020,0.04,5.54,787,0.16,12.33,802,0.19,12.83,844,0.25,13.77,1169,0.09,11.40,828,0.08,11.14,898,0.06,10.85,816,0.29,14.35,1081,0.04,10.57,989,0.27,13.99,975,0.15,12.22,1108,0.07,21.04,928,0.17,22.58,919,0.16,22.35,904,0.25,23.74,1121,0.19,22.90,1003,5,75.00,196.34,mixed
307,1,512,145,0.08,6.26,890,0.24,8.61,1084,0.25,8.78,1115,0.28,9.15,1109,0.24,8.64,1191,0.01,10.13,1080,0.19,12.86,1135,0.01,10.10,927,0.00,10.03,775,0.25,13.70,899,0.25,13.70,946,0.25,13.71,910,0.11,11.68,905,0.15,12.28,1128,0.26,13.89,920,0.28,24.15,1159,0.01,20.22,949,0.01,20.08,947,0.26,23.84,1080,0.14,22.11,1194,9,150.00,137.06,mixed
308,1,1024,171,0.05,5.74,831,0.10,6.48,898,0.06,5.91,931,0.23,8.39,1197,0.10,6.44,872,0.01,10.13,919,0.07,11.04,815,0.18,12.68,916,0.21,13.11,1151,0.05,10.71,1056,0.12,11.80,1191,0.13,11.91,1052,0.15,12.19,1036,0.04,10.57,920,0.16,12.39,814,0.06,20.91,838,0.12,21.82,1029,0.20,23.00,808,0.00,20.01,906,0.20,23.03,1190,6,10.00,166.69,cpu_bound
310,2,1024,263,0.12,6.79,896,0.29,9.34,1089,0.12,6.77,1125,0.16,7.45,1174,0.27,9.02,1079,0.12,11.84,884,0.28,14.26,931,0.21,13.22,931,0.08,11.16,859,0.12,11.81,1131,0.06,10.94,875,0.17,12.57,854,0.12,11.86,1198,0.10,11.51,1032,0.26,13.85,835,0.12,21.76,1075,0.28,24.15,854,0.24,23.56,919,0.08,21.23,987,0.08,21.24,1029,11,25.00,242.09,io_bound
316,2,1024,266,0.21,8.19,811,0.11,6.69,859,0.02,5.23,653,0.26,8.93,1195,0.06,5.86,1078,0.10,11.47,948,0.23,13.52,980,0.23,13.50,817,0.09,11.28,1175,0.08,11.26,1191,0.19,12.81,1173,0.01,10.13,928,0.27,14.01,1159,0.05,10.78,1093,0.20,13.00,957,0.25,23.78,1123,0.29,24.33,1154,0.22,23.37,1022,0.21,23.11,951,0.09,21.36,961,3,5.00,255.45,cpu_bound
317,2,2048,103,0.14,7.04,892,0.11,6.72,959,0.22,8.27,1048,0.16,7.35,1052,0.27,9.01,954,0.21,13.21,1051,0.16,12.38,1078,0.11,11.64,1143,0.20,12.97,1015,0.24,13.59,1022,0.28,14.21,931,0.02,10.26,877,0.28,14.16,1195,0.17,12.61,998,0.21,13.19,1036,0.22,23.34,911,0.12,21.80,916,0.18,22.67,1174,0.02,20.23,961,0.19,22.90,978,12,75.00,99.58,mixed
319,2,512,282,0.23,8.47,826,0.25,8.71,922,0.10,6.56,1043,0.09,6.30,807,0.00,5.02,793,0.14,12.14,1065,0.18,12.72,827,0.02,10.34,997,0.20,12.97,900,0.20,13.03,860,0.02,10.29,889,0.05,10.81,1154,0.10,11.46,806,0.09,11.32,885,0.10,11.45,842,0.10,21.57,921,0.13,22.02,819,0.30,24.49,1023,0.18,22.66,804,0.01,20.12,1164,5,75.00,269.50,mixed
320,1,2048,76,0.29,9.42,1038,0.27,9.00,933,0.19,7.80,1083,0.08,6.20,819,0.20,7.98,883,0.15,12.22,1089,0.10,11.53,897,0.21,13.14,1129,0.30,14.50,941,0.22,13.26,929,0.00,10.05,872,0.07,11.01,1155,0.27,14.01,1190,0.10,11.55,871,0.06,10.90,854,0.13,21.95,917,0.28,24.25,834,0.07,21.03,835,0.03,20.47,1044,0.22,23.24,819,11,10.00,69.88,cpu_bound
321,1,4096,169,0.23,8.46,1110,0.26,8.97,1074,0.09,6.33,1066,0.18,7.74,1048,0.06,5.87,975,0.19,12.92,1105,0.26,13.97,907,0.19,12.82,1000,0.09,11.34,958,0.18,12.77,1026,0.25,13.73,1171,0.24,13.60,824,0.22,13.30,828,0.05,10.73,887,0.26,13.93,856,0.13,21.89,1138,0.28,24.14,811,0.16,22.36,931,0.17,22.57,1100,0.26,23.97,900,5,50.00,159.06,io_bound
322,2,2048,174,0.07,6.02,883,0.13,7.01,958,0.11,6.63,1116,0.11,6.67,924,0.05,5.71,952,0.03,10.42,922,0.13,11.97,960,0.28,14.15,923,0.18,12.74,1110,0.01,10.09,838,0.17,12.53,1124,0.09,11.34,815,0.17,12.55,811,0.10,11.48,1167,0.09,11.41,948,0.13,21.96,988,0.04,20.60,1104,0.06,20.84,983,0.09,21.42,982,0.19,22.86,824,10,75.00,167.28,mixed
324,2,1024,75,0.21,8.17,1139,0.18,7.68,811,0.28,9.17,916,0.01,5.12,960,0.17,7.59,926,0.14,12.17,1126,0.10,11.43,967,0.06,10.96,876,0.06,10.84,946,0.11,11.71,1050,0.17,12.52,961,0.11,11.68,998,0.13,11.97,892,0.13,11.90,1015,0.01,10.10,1007,0.02,20.37,1183,0.01,20.21,1133,0.28,24.21,1092,0.12,21.77,1129,0.04,20.56,989,4,25.00,68.45,io_bound
325,1,1024,203,0.03,5.43,705,0.05,5.80,1007,0.24,8.60,1180,0.06,5.84,1046,0.17,7.54,944,0.20,13.06,1196,0.21,13.10,891,0.03,10.49,922,0.05,10.79,988,0.16,12.37,1139,0.12,11.84,974,0.18,12.76,873,0.02,10.35,1117,0.13,11.93,1096,0.20,12.96,886,0.20,23.01,1037,0.21,23.09,1006,0.04,20.67,895,0.13,21.98,1024,0.08,21.19,831,1,50.00,194.01,io_bound
328,1,4096,70,0.10,6.56,1101,0.24,8.57,924,0.03,5.38,1127,0.28,9.13,1135,0.05,5.68,872,0.30,14.50,829,0.18,12.71,829,0.21,13.16,1179,0.02,10.35,897,0.30,14.45,1057,0.04,10.58,1164,0.05,10.82,1144,0.12,11.82,857,0.18,12.68,896,0.14,12.16,840,0.05,20.78,1015,0.06,20.94,922,0.20,23.04,866,0.01,20.11,956,0.25,23.81,911,3,10.00,62.60,cpu_bound
329,1,4096,130,0.29,9.36,859,0.11,6.65,1100,0.19,7.87,1006,0.23,8.47,1013,0.14,7.13,1124,0.17,12.50,1165,0.16,12.36,856,0.29,14.28,1066,0.26,13.92,1111,0.06,10.92,1057,0.09,11.36,1172,0.12,11.80,970,0.14,12.09,1102,0.12,11.73,1079,0.24,13.53,836,0.14,22.13,1186,0.02,20.27,1022,0.12,21.74,840,0.10,21.49,1014,0.30,24.49,857,17,150.00,122.30,mixed
330,2,512,182,0.29,9.33,940,0.01,5.21,1114,0.27,9.08,859,0.02,5.31,811,0.00,5.02,730,0.19,12.85,1013,0.04,10.55,815,0.28,14.18,943,0.05,10.82,861,0.09,11.31,1100,0.02,10.25,1119,0.13,11.94,815,0.01,10.16,928,0.12,11.82,1038,0.19,12.78,1170,0.04,20.58,1175,0.17,22.53,1092,0.07,21.11,890,0.27,24.06,1060,0.12,21.73,1060,5,25.00,166.55,io_bound
331,1,1024,285,0.20,7.96,1190,0.24,8.57,1055,0.06,5.83,887,0.30,9.49,848,0.12,6.77,1031,0.19,12.89,1105,0.10,11.55,1121,0.28,14.13,1049,0.11,11.58,893,0.25,13.78,1020,0.23,13.45,1086,0.13,11.93,1029,0.11,11.62,837,0.27,14.10,1099,0.23,13.51,823,0.05,20.71,1193,0.09,21.30,846,0.03,20.47,879,0.02,20.27,807,0.21,23.16,1034,3,10.00,266.63,cpu_bound
332,1,4096,193,0.13,7.00,1022,0.18,7.74,909,0.25,8.78,1120,0.06,5.87,992,0.14,7.14,854,0.11,11.60,1112,0.20,12.97,1086,0.20,12.94,800,0.29,14.40,1117,0.24,13.62,935,0.28,14.13,1023,0.21,13.15,1077,0.06,10.88,1012,0.17,12.51,836,0.02,10.25,749,0.09,21.35,995,0.30,24.47,1197,0.18,22.75,1119,0.07,21.04,1047,0.11,21.72,1066,15,10.00,186.79,cpu_bound
334,1,2048,281,0.26,8.86,1005,0.14,7.15,966,0.20,8.00,1062,0.10,6.51,1072,0.29,9.28,844,0.26,13.86,1161,0.13,11.91,831,0.18,12.71,1128,0.02,10.24,872,0.26,13.88,1116,0.04,10.59,804,0.14,12.09,939,0.11,11.72,1114,0.09,11.32,1185,0.10,11.47,887,0.20,23.02,830,0.10,21.44,937,0.05,20.73,828,0.02,20.32,842,0.18,22.74,1139,9,150.00,269.13,mixed
335,2,4096,59,0.18,7.69,1128,0.09,6.41,933,0.06,5.88,1056,0.21,8.09,816,0.05,5.71,1037,0.09,11.35,873,0.12,11.82,860,0.07,11.04,1009,0.13,11.91,1046,0.08,11.22,902,0.04,10.66,1060,0.18,12.70,1193,0.03,10.50,883,0.11,11.64,1001,0.05,10.75,972,0.23,23.47,1184,0.27,24.06,821,0.17,22.61,1120,0.02,20.25,867,0.25,23.80,1126,5,5.00,54.40,cpu_bound
336,2,4096,118,0.24,8.66,816,0.02,5.29,963,0.24,8.56,1083,0.26,8.87,1069,0.18,7.68,879,0.21,13.16,1052,0.07,11.10,1176,0.20,12.93,886,0.10,11.56,1010,0.01,10.09,1022,0.17,12.61,1155,0.24,13.62,915,0.19,12.87,875,0.30,14.48,1005,0.23,13.49,899,0.13,21.88,1116,0.13,21.98,847,0.14,22.07,847,0.03,20.44,1093,0.28,24.21,943,2,5.00,104.14,cpu_bound
338,1,1024,94,0.14,7.11,1133,0.01,5.18,839,0.29,9.37,1180,0.06,5.94,1086,0.19,7.78,1028,0.26,13.94,1087,0.01,10.08,997,0.19,12.89,978,0.04,10.65,906,0.25,13.71,1106,0.23,13.49,1091,0.21,13.11,1140,0.30,14.46,1099,0.29,14.30,1148,0.10,11.57,1007,0.25,23.79,831,0.05,20.68,833,0.29,24.42,1046,0.04,20.53,1052,0.27,23.98,861,2,10.00,91.75,cpu_bound
341,1,2048,266,0.08,6.27,869,0.00,5.05,758,0.17,7.62,1109,0.27,9.10,1053,0.02,5.24,1103,0.28,14.26,1000,0.25,13.78,895,0.28,14.13,912,0.27,14.09,898,0.07,10.99,857,0.29,14.31,1168,0.02,10.25,862,0.06,10.91,982,0.23,13.39,866,0.27,14.01,1038,0.27,24.11,810,0.08,21.21,1197,0.08,21.19,837,0.02,20.36,887,0.04,20.66,1093,2,150.00,250.32,mixed
342,2,512,221,0.03,5.39,820,0.06,5.91,863,0.06,5.91,1081,0.08,6.18,1033,0.20,8.01,1075,0.12,11.74,1106,0.06,10.90,1171,0.21,13.17,804,0.12,11.81,911,0.02,10.31,883,0.24,13.55,967,0.24,13.57,983,0.07,11.05,1166,0.18,12.68,941,0.30,14.48,815,0.11,21.63,1069,0.22,23.30,835,0.21,23.09,916,0.19,22.87,1118,0.18,22.67,1114,1,5.00,210.92,cpu_bound
343,1,4096,160,0.01,5.22,759,0.10,6.43,936,0.08,6.13,906,0.23,8.40,924,0.29,9.38,1044,0.24,13.56,1078,0.19,12.89,1169,0.12,11.80,858,0.00,10.05,907,0.20,13.01,1079,0.28,14.24,962,0.13,12.01,1148,0.14,12.09,1091,0.08,11.22,940,0.08,11.26,1142,0.16,22.33,848,0.26,23.93,1165,0.12,21.83,1030,0.08,21.26,1006,0.14,22.08,849,1,10.00,154.70,cpu_bound
344,2,2048,96,0.25,8.69,821,0.14,7.10,1055,0.14,7.10,832,0.23,8.51,970,0.29,9.34,894,0.07,11.12,881,0.00,10.03,985,0.10,11.51,894,0.17,12.55,1073,0.30,14.45,994,0.17,12.54,877,0.05,10.68,1044,0.00,10.03,1079,0.22,13.34,1133,0.12,11.77,989,0.05,20.71,875,0.07,20.98,847,0.19,22.82,1182,0.05,20.78,889,0.02,20.36,1070,7,75.00,94.32,mixed
346,1,2048,295,0.25,8.68,1039,0.18,7.67,1022,0.24,8.60,860,0.00,5.04,699,0.24,8.55,987,0.28,14.18,1175,0.06,10.84,1194,0.18,12.63,1123,0.29,14.35,1194,0.22,13.32,1130,0.22,13.29,1026,0.23,13.43,924,0.27,14.12,1196,0.02,10.30,1067,0.19,12.85,1066,0.30,24.49,808,0.13,22.02,1087,0.22,23.28,1077,0.03,20.41,980,0.28,24.19,851,4,150.00,270.82,mixed
347,1,2048,171,0.29,9.35,879,0.20,8.02,877,0.26,8.87,1029,0.06,5.88,1011,0.17,7.61,1184,0.22,13.26,884,0.03,10.42,1128,0.20,12.95,1112,0.00,10.01,748,0.22,13.24,1028,0.14,12.10,854,0.09,11.41,820,0.18,12.75,1110,0.08,11.14,1046,0.14,12.13,917,0.25,23.81,848,0.18,22.77,964,0.10,21.48,1146,0.18,22.70,973,0.20,22.97,961,9,50.00,154.93,io_bound
348,2,2048,55,0.27,9.05,1110,0.30,9.48,856,0.03,5.44,824,0.26,8.97,854,0.20,8.02,823,0.17,12.60,844,0.11,11.71,1159,0.28,14.16,1150,0.20,12.96,930,0.01,10.13,911,0.08,11.23,1175,0.15,12.19,856,0.25,13.74,851,0.29,14.30,1043,0.01,10.11,1014,0.27,24.05,982,0.08,21.19,800,0.03,20.52,1152,0.04,20.63,1033,0.20,22.96,809,15,75.00,51.89,mixed
350,2,4096,157,0.27,9.09,806,0.13,6.96,1004,0.24,8.57,981,0.16,7.47,1124,0.27,9.03,936,0.11,11.71,909,0.20,13.01,990,0.03,10.52,887,0.28,14.23,839,0.20,13.05,1061,0.06,10.92,1084,0.20,12.98,850,0.16,12.33,1171,0.02,10.33,728,0.18,12.74,1121,0.01,20.17,906,0.12,21.75,918,0.04,20.54,1012,0.28,24.21,1042,0.06,20.94,871,14,25.00,148.91,io_bound
351,1,512,86,0.01,5.09,808,0.10,6.47,938,0.17,7.55,881,0.00,5.03,769,0.24,8.61,888,0.30,14.47,884,0.16,12.40,1022,0.25,13.74,807,0.02,10.36,1035,0.21,13.13,1127,0.23,13.38,1047,0.11,11.62,1126,0.24,13.61,928,0.28,14.23,1077,0.05,10.71,828,0.19,22.92,1070,0.21,23.15,806,0.08,21.22,1114,0.29,24.32,939,0.26,23.88,1009,4,150.00,82.55,mixed
352,2,512,185,0.02,5.33,1108,0.05,5.70,949,0.22,8.28,822,0.23,8.40,1141,0.20,8.06,1008,0.12,11.84,1045,0.14,12.06,937,0.14,12.13,979,0.18,12.67,873,0.22,13.35,924,0.03,10.41,890,0.25,13.75,1174,0.06,10.95,1164,0.23,13.46,903,0.00,10.01,1007,0.24,23.64,1083,0.21,23.15,818,0.20,23.01,990,0.04,20.53,980,0.10,21.54,1171,15,25.00,169.02,io_bound
353,2,4096,80,0.28,9.17,806,0.16,7.47,1195,0.24,8.59,1033,0.11,6.69,941,0.05,5.81,966,0.27,14.07,1181,0.29,14.34,1145,0.08,11.13,939,0.25,13.70,910,0.30,14.47,864,0.00,10.05,775,0.06,10.89,954,0.01,10.11,933,0.10,11.48,1120,0.01,10.12,1007,0.27,24.01,875,0.07,21.11,1056,0.22,23.31,1090,0.26,23.91,874,0.00,20.06,957,11,75.00,77.60,mixed
355,2,4096,125,0.08,6.14,851,0.16,7.40,885,0.18,7.64,1178,0.19,7.84,1098,0.13,7.00,1095,0.18,12.70,1091,0.19,12.90,994,0.22,13.36,1092,0.11,11.68,970,0.08,11.20,1104,0.03,10.49,992,0.09,11.34,1059,0.20,12.96,871,0.22,13.31,1068,0.27,14.07,1105,0.11,21.69,1085,0.13,21.97,897,0.18,22.65,1122,0.02,20.24,1096,0.01,20.14,1121,11,75.00,110.50,mixed
358,2,2048,85,0.11,6.66,973,0.07,6.09,869,0.09,6.33,1055,0.00,5.07,775,0.13,6.99,815,0.08,11.16,1001,0.29,14.36,1033,0.08,11.18,1052,0.29,14.37,1189,0.13,11.93,1117,0.11,11.65,973,0.29,14.30,1101,0.11,11.58,928,0.06,10.89,995,0.15,12.27,966,0.02,20.32,1117,0.15,22.27,870,0.27,24.03,1008,0.28,24.26,1124,0.20,22.97,1011,4,5.00,77.06,cpu_bound
359,1,1024,278,0.23,8.39,939,0.30,9.46,1091,0.05,5.70,978,0.25,8.77,1103,0.08,6.23,1087,0.24,13.60,854,0.01,10.11,557,0.19,12.90,970,0.01,10.15,867,0.11,11.69,1165,0.20,13.07,1151,0.26,13.93,806,0.28,14.23,888,0.28,14.20,906,0.16,12.40,848,0.05,20.77,1115,0.27,24.00,1130,0.14,22.03,851,0.20,23.05,900,0.05,20.82,920,7,10.00,262.31,cpu_bound
360,1,1024,175,0.07,6.12,810,0.22,8.30,1036,0.17,7.52,992,0.15,7.27,1177,0.12,6.80,1050,0.24,13.67,886,0.06,10.93,1152,0.10,11.45,1014,0.14,12.17,1184,0.08,11.21,855,0.30,14.43,900,0.19,12.78,922,0.12,11.78,941,0.18,12.73,840,0.19,12.90,944,0.24,23.62,1110,0.28,24.24,1034,0.16,22.35,818,0.03,20.38,1146,0.08,21.14,941,1,150.00,154.44,mixed
362,2,2048,117,0.27,9.01,885,0.14,7.04,1108,0.01,5.10,711,0.03,5.46,806,0.17,7.54,1096,0.11,11.58,1090,0.22,13.25,1122,0.17,12.56,1096,0.14,12.16,1129,0.14,12.10,1184,0.18,12.73,958,0.28,14.23,1176,0.25,13.78,957,0.19,12.88,882,0.27,14.12,877,0.22,23.26,1055,0.14,22.10,1001,0.14,22.07,858,0.06,20.83,1091,0.28,24.25,1081,3,5.00,113.59,cpu_bound
363,1,2048,211,0.16,7.39,885,0.22,8.29,828,0.25,8.80,1070,0.06,5.86,891,0.06,5.96,1017,0.02,10.32,1050,0.12,11.86,1167,0.28,14.16,1039,0.08,11.16,816,0.26,13.89,891,0.20,13.01,1172,0.19,12.79,1016,0.19,12.80,1101,0.00,10.06,894,0.13,11.97,964,0.06,20.94,1123,0.01,20.22,902,0.16,22.36,928,0.19,22.91,841,0.13,21.88,1053,14,50.00,207.71,io_bound
367,2,512,247,0.18,7.64,829,0.19,7.78,868,0.08,6.17,1171,0.21,8.17,1095,0.16,7.33,1152,0.00,10.02,674,0.10,11.47,943,0.20,13.06,987,0.16,12.47,850,0.22,13.26,1186,0.03,10.43,1006,0.03,10.45,993,0.08,11.25,991,0.07,11.06,911,0.27,14.08,1058,0.12,21.83,817,0.06,20.95,984,0.26,23.95,1079,0.23,23.41,1111,0.11,21.64,844,6,75.00,233.60,mixed
368,1,512,176,0.15,7.32,1050,0.26,8.83,857,0.21,8.08,900,0.02,5.23,771,0.29,9.35,1180,0.01,10.11,949,0.26,13.94,1005,0.22,13.34,944,0.14,12.06,1021,0.01,10.08,1101,0.00,10.00,972,0.08,11.15,1010,0.06,10.86,830,0.29,14.28,849,0.25,13.71,1178,0.26,23.93,1024,0.19,22.90,904,0.15,22.23,1040,0.29,24.36,810,0.22,23.36,840,4,10.00,168.65,cpu_bound
369,1,4096,158,0.18,7.71,808,0.18,7.70,1104,0.19,7.87,869,0.10,6.55,1105,0.09,6.28,935,0.23,13.38,915,0.28,14.13,874,0.21,13.08,950,0.28,14.19,1169,0.20,13.02,817,0.02,10.27,902,0.23,13.48,1159,0.02,10.30,1104,0.05,10.80,1067,0.27,14.06,943,0.23,23.52,910,0.24,23.61,995,0.09,21.37,882,0.18,22.68,1012,0.08,21.14,1013,11,150.00,154.56,mixed
371,2,1024,71,0.25,8.70,1138,0.01,5.14,1013,0.21,8.17,988,0.19,7.87,859,0.09,6.39,1012,0.20,13.04,850,0.08,11.13,916,0.29,14.38,808,0.18,12.74,1170,0.24,13.53,940,0.22,13.26,829,0.09,11.40,1079,0.25,13.78,1172,0.25,13.71,811,0.24,13.56,990,0.04,20.66,1000,0.23,23.41,865,0.23,23.39,1111,0.23,23.50,858,0.14,22.17,1197,2,25.00,67.42,io_bound
374,2,512,225,0.26,8.89,1120,0.00,5.03,974,0.07,6.04,883,0.07,6.06,807,0.12,6.83,1018,0.01,10.13,930,0.07,11.12,1090,0.18,12.63,865,0.15,12.22,1132,0.29,14.41,1197,0.27,14.09,941,0.17,12.57,1066,0.02,10.27,996,0.07,11.08,858,0.03,10.48,1105,0.02,20.25,1173,0.07,21.02,1000,0.18,22.71,889,0.15,22.21,1130,0.02,20.25,1073,2,25.00,214.95,io_bound
376,1,2048,172,0.02,5.23,931,0.12,6.84,933,0.05,5.81,1179,0.26,8.93,1183,0.18,7.67,863,0.23,13.42,1134,0.12,11.76,809,0.14,12.08,1152,0.28,14.16,812,0.14,12.15,1066,0.21,13.18,878,0.03,10.42,929,0.15,12.23,1086,0.07,11.11,819,0.04,10.64,947,0.07,21.04,1155,0.00,20.00,1078,0.07,21.08,1080,0.18,22.66,1084,0.26,23.87,936,1,150.00,169.23,mixed
377,2,1024,250,0.22,8.25,1118,0.27,9.07,1051,0.24,8.54,959,0.19,7.79,954,0.26,8.87,1014,0.25,13.78,977,0.23,13.43,950,0.04,10.55,597,0.12,11.81,988,0.09,11.35,1048,0.23,13.42,907,0.14,12.17,1112,0.22,13.24,1133,0.17,12.52,1059,0.21,13.13,1110,0.08,21.19,1154,0.15,22.28,1183,0.16,22.45,1175,0.22,23.36,976,0.26,23.87,800,8,25.00,232.73,io_bound
378,2,4096,177,0.06,5.84,936,0.21,8.20,811,0.03,5.38,750,0.14,7.04,1085,0.20,8.06,999,0.29,14.39,957,0.23,13.40,843,0.28,14.23,843,0.17,12.55,1131,0.25,13.68,818,0.09,11.36,1121,0.03,10.46,872,0.24,13.57,1178,0.03,10.38,1187,0.09,11.30,1152,0.06,20.83,1168,0.20,23.00,1189,0.02,20.24,1047,0.06,20.95,913,0.25,23.71,1124,3,5.00,160.39,cpu_bound
379,2,2048,243,0.08,6.15,802,0.27,9.02,891,0.00,5.04,566,0.11,6.62,869,0.13,6.92,938,0.30,14.43,1138,0.13,11.93,916,0.24,13.59,986,0.15,12.23,1198,0.17,12.62,1189,0.18,12.74,1007,0.23,13.39,978,0.02,10.34,921,0.16,12.45,929,0.29,14.38,811,0.30,24.47,805,0.12,21.83,1058,0.26,23.94,1152,0.15,22.22,992,0.29,24.42,1179,3,25.00,220.23,io_bound
380,2,512,212,0.27,9.10,1194,0.06,5.90,812,0.08,6.25,1199,0.17,7.55,1016,0.19,7.82,935,0.18,12.73,1019,0.01,10.17,888,0.09,11.40,840,0.03,10.49,966,0.24,13.56,1174,0.28,14.17,935,0.18,12.69,1188,0.07,11.07,1154,0.25,13.74,932,0.25,13.76,1077,0.21,23.13,1165,0.23,23.48,1157,0.27,23.99,914,0.06,20.96,1103,0.14,22.11,949,7,25.00,202.69,io_bound
381,1,1024,130,0.02,5.29,942,0.06,5.83,892,0.27,9.04,1150,0.12,6.87,1114,0.29,9.31,1166,0.16,12.41,1060,0.19,12.81,1153,0.09,11.41,846,0.24,13.67,915,0.28,14.22,1045,0.12,11.75,845,0.21,13.15,1090,0.03,10.44,1165,0.20,13.06,998,0.04,10.63,1129,0.19,22.87,807,0.01,20.17,1065,0.22,23.30,1041,0.08,21.18,1006,0.13,21.98,905,1,150.00,121.17,mixed
384,1,2048,202,0.09,6.42,852,0.17,7.56,1016,0.04,5.60,915,0.15,7.32,1154,0.20,8.06,1081,0.17,12.56,851,0.08,11.27,812,0.23,13.47,919,0.07,11.12,980,0.10,11.55,833,0.27,14.10,949,0.30,14.48,1178,0.04,10.53,1014,0.16,12.36,927,0.16,12.37,874,0.21,23.12,1149,0.24,23.54,946,0.02,20.27,1099,0.02,20.26,1105,0.25,23.68,1067,3,150.00,193.79,mixed
